Datetime,Tide (m)
1950-08-12,0.0004621569211521991
1950-08-13,-0.00510780841784049
1950-08-14,-0.011007044160111905
1950-08-15,-0.015381835070474357
1950-08-16,-0.016602962457205415
1950-08-17,-0.014127785907208304
1950-08-18,-0.00862292391899882
1950-08-19,-0.0014307761936923115
1950-08-20,0.006033770543492227
1950-08-21,0.012463148095512022
1950-08-22,0.01657790809344308
1950-08-23,0.017292836875643983
1950-08-24,0.01422936660455707
1950-08-25,0.0081532519810504
1950-08-26,0.000862366424786952
1950-08-27,-0.005549911788641566
1950-08-28,-0.00964542265249965
1950-08-29,-0.011161247452962384
1950-08-30,-0.010729460901725519
1950-08-31,-0.00911477109983373
1950-09-01,-0.00667115608993233
1950-09-02,-0.003435659042876295
1950-09-03,0.0004017028347020335
1950-09-04,0.004246946436095945
1950-09-05,0.007350598000549171
1950-09-06,0.009307133481409944
1950-09-07,0.010213447677305384
1950-09-08,0.010204039919035237
1950-09-09,0.008856761547577677
1950-09-10,0.005276034133927345
1950-09-11,-0.0009719510334431127
1950-09-12,-0.008878469061731334
1950-09-13,-0.016007882985244904
1950-09-14,-0.019653129496695832
1950-09-15,-0.01827554419679943
1950-09-16,-0.012238555967871491
1950-09-17,-0.003408665108517296
1950-09-18,0.005861606885998484
1950-09-19,0.013531411213970663
1950-09-20,0.01814453344236841
1950-09-21,0.018927199420382432
1950-09-22,0.015975058785100877
1950-09-23,0.010335781424277659
1950-09-24,0.0036693386133992076
1950-09-25,-0.0024442017246130384
1950-09-26,-0.007085397413707048
1950-09-27,-0.01008941131002715
1950-09-28,-0.011658483181872356
1950-09-29,-0.011871122269281194
1950-09-30,-0.010575856849456408
1950-10-01,-0.007741132389873318
1950-10-02,-0.003799021373036886
1950-10-03,0.0004530127355832896
1950-10-04,0.00435059541008389
1950-10-05,0.007776454849262382
1950-10-06,0.010998035854174642
1950-10-07,0.01390716071055357
1950-10-08,0.015317988438955626
1950-10-09,0.013228814999217763
1950-10-10,0.006266757773810448
1950-10-11,-0.004685436465355792
1950-10-12,-0.016186701143501545
1950-10-13,-0.023772743375330318
1950-10-14,-0.024353954490481906
1950-10-15,-0.017814206109179342
1950-10-16,-0.006788303701686938
1950-10-17,0.004963345193510205
1950-10-18,0.014302908197976258
1950-10-19,0.019558590394663494
1950-10-20,0.020466058144911013
1950-10-21,0.017764865872048546
1950-10-22,0.012765491938045862
1950-10-23,0.006848311336371035
1950-10-24,0.000994359116713757
1950-10-25,-0.004357873318709395
1950-10-26,-0.009026002891276691
1950-10-27,-0.012667513919086196
1950-10-28,-0.01466532111087561
1950-10-29,-0.014474321418678595
1950-10-30,-0.012119667976208745
1950-10-31,-0.008303016922406432
1950-11-01,-0.0038870753096125984
1950-11-02,0.0008028530738838404
1950-11-03,0.006124567168410896
1950-11-04,0.012417475151367235
1950-11-05,0.018918996175553413
1950-11-06,0.023205823756760943
1950-11-07,0.02200450576375228
1950-11-08,0.013298699702433296
1950-11-09,-0.0016217075904911375
1950-11-10,-0.017866526071785464
1950-11-11,-0.02911038851460698
1950-11-12,-0.030969644684038584
1950-11-13,-0.023254106104703142
1950-11-14,-0.009684335127375782
1950-11-15,0.004501971275429639
1950-11-16,0.01522743507679457
1950-11-17,0.020843073899450323
1950-11-18,0.021747316350461607
1950-11-19,0.019273859252441832
1950-11-20,0.01479757332691182
1950-11-21,0.009329027246093162
1950-11-22,0.003415180846663158
1950-11-23,-0.002685690397060713
1950-11-24,-0.008609253483106242
1950-11-25,-0.013621076049949688
1950-11-26,-0.016775967043643935
1950-11-27,-0.017430838953576274
1950-11-28,-0.015672598906802906
1950-11-29,-0.012189302436047605
1950-11-30,-0.007581706785581854
1950-12-01,-0.0017704656846778174
1950-12-02,0.0058018540463834894
1950-12-03,0.015084999778118518
1950-12-04,0.024315570356806402
1950-12-05,0.029935779003810625
1950-12-06,0.028047926387601632
1950-12-07,0.016861470895732138
1950-12-08,-0.0013583169699838693
1950-12-09,-0.020466387340229198
1950-12-10,-0.03317295460968952
1950-12-11,-0.034833399373076605
1950-12-12,-0.02578298684070572
1950-12-13,-0.010695376363619275
1950-12-14,0.004393736981404088
1950-12-15,0.015208652354543837
1950-12-16,0.02052271749439027
1950-12-17,0.021355983060574246
1950-12-18,0.019335632635607825
1950-12-19,0.015620057228427069
1950-12-20,0.010773300264761351
1950-12-21,0.005065962481142629
1950-12-22,-0.0012342229697603485
1950-12-23,-0.007650298766166126
1950-12-24,-0.013403090959885441
1950-12-25,-0.017566618603429982
1950-12-26,-0.019414887193152944
1950-12-27,-0.01870781472384628
1950-12-28,-0.015604513506154702
1950-12-29,-0.01027312491512906
1950-12-30,-0.0026235740844870706
1950-12-31,0.007338515663115146
1951-01-01,0.0186152009914737
1951-01-02,0.02854788077453683
1951-01-03,0.033260541309122406
1951-01-04,0.029379721799463628
1951-01-05,0.016202769837924808
1951-01-06,-0.003027278510065836
1951-01-07,-0.021876930752964627
1951-01-08,-0.033534636755045116
1951-01-09,-0.03421220139867438
1951-01-10,-0.024951282939513385
1951-01-11,-0.01061375576155637
1951-01-12,0.003133449451643442
1951-01-13,0.012682437683779529
1951-01-14,0.017433148716927208
1951-01-15,0.018687733553260238
1951-01-16,0.017894765245386992
1951-01-17,0.01570805258880318
1951-01-18,0.012173451409677198
1951-01-19,0.007307710727082028
1951-01-20,0.0013507987168550107
1951-01-21,-0.005267531409000691
1951-01-22,-0.011915884159245932
1951-01-23,-0.01767729937236823
1951-01-24,-0.02140386310951763
1951-01-25,-0.022005847546099865
1951-01-26,-0.018815501935995224
1951-01-27,-0.0117986501595672
1951-01-28,-0.0015988463304569091
1951-01-29,0.010430977563544419
1951-01-30,0.02211782329602763
1951-01-31,0.03051119815165872
1951-02-01,0.032548895871949625
1951-02-02,0.026372847174398195
1951-02-03,0.012652692414822328
1951-02-04,-0.004986914095768379
1951-02-05,-0.02100903663638534
1951-02-06,-0.030240228696294242
1951-02-07,-0.030268424523811132
1951-02-08,-0.022475017541524908
1951-02-09,-0.010945680344384395
1951-02-10,-1.4168067668621451e-05
1951-02-11,0.007836928975973876
1951-02-12,0.01244647958805018
1951-02-13,0.014889466888498458
1951-02-14,0.016024602238765295
1951-02-15,0.01587062881195336
1951-02-16,0.014006688664836784
1951-02-17,0.010215008287821542
1951-02-18,0.0046499112641836095
1951-02-19,-0.0023488502654044827
1951-02-20,-0.01023208860189144
1951-02-21,-0.01789103673020809
1951-02-22,-0.023494117161720465
1951-02-23,-0.024969953421292875
1951-02-24,-0.020973317949323514
1951-02-25,-0.011719133016664938
1951-02-26,0.0008896087897752383
1951-02-27,0.013918876190576036
1951-02-28,0.024317516891625996
1951-03-01,0.029614616462141988
1951-03-02,0.028375981992595375
1951-03-03,0.02058878492876669
1951-03-04,0.00794321832593994
1951-03-05,-0.006342115592290212
1951-03-06,-0.018386149541971594
1951-03-07,-0.025017557526934384
1951-03-08,-0.025046153056917417
1951-03-09,-0.01966546847172614
1951-03-10,-0.011618046543861523
1951-03-11,-0.003627193399813255
1951-03-12,0.002830116870997982
1951-03-13,0.007659196116575901
1951-03-14,0.01134682241592843
1951-03-15,0.014070119808065823
1951-03-16,0.015415274381484087
1951-03-17,0.014778061900178746
1951-03-18,0.01186998295201498
1951-03-19,0.006781497253473399
1951-03-20,-0.00023618590853610963
1951-03-21,-0.008679610338539007
1951-03-22,-0.01729792983458629
1951-03-23,-0.02378876697800303
1951-03-24,-0.025469166861754308
1951-03-25,-0.020685216805603177
1951-03-26,-0.010074288253589523
1951-03-27,0.0033976842793149425
1951-03-28,0.015727338942585937
1951-03-29,0.023616218964421686
1951-03-30,0.025561990371256133
1951-03-31,0.021836183083274133
1951-04-01,0.013863983562381948
1951-04-02,0.0036617754895836136
1951-04-03,-0.006526331955828861
1951-04-04,-0.014572628161015544
1951-04-05,-0.018957702070771684
1951-04-06,-0.019235128705904738
1951-04-07,-0.016120797358793928
1951-04-08,-0.011080069026776164
1951-04-09,-0.005569144728760009
1951-04-10,-0.000442721576141548
1951-04-11,0.004055197259970163
1951-04-12,0.00788839156174168
1951-04-13,0.010859802857087557
1951-04-14,0.012556172449123083
1951-04-15,0.012569223566146459
1951-04-16,0.010714820088477942
1951-04-17,0.006986007322529789
1951-04-18,0.0013975369113309979
1951-04-19,-0.005835700070033106
1951-04-20,-0.013704131495099746
1951-04-21,-0.020006255128864364
1951-04-22,-0.021966224840380067
1951-04-23,-0.01781173761120711
1951-04-24,-0.008202434192521054
1951-04-25,0.0036983995583505596
1951-04-26,0.013767329579766103
1951-04-27,0.019038159680568403
1951-04-28,0.018886002086878805
1951-04-29,0.014639978208218557
1951-04-30,0.008288987363171673
1951-05-01,0.0014889066009938293
1951-05-02,-0.004647536304286705
1951-05-03,-0.00934159999229827
1951-05-04,-0.012053240325876948
1951-05-05,-0.01259694868462044
1951-05-06,-0.01125395759954824
1951-05-07,-0.008670909601253546
1951-05-08,-0.0055512184821771456
1951-05-09,-0.0023851017028311684
1951-05-10,0.0005827155240741254
1951-05-11,0.0032066916292913528
1951-05-12,0.005342668175455628
1951-05-13,0.006864492496291677
1951-05-14,0.007687684575113704
1951-05-15,0.007707246123939936
1951-05-16,0.006667519121332073
1951-05-17,0.0041090734285230785
1951-05-18,-0.0003506924159722008
1951-05-19,-0.006358396601460335
1951-05-20,-0.012279284068738234
1951-05-21,-0.01557000218677501
1951-05-22,-0.014195533706487256
1951-05-23,-0.008141409370982679
1951-05-24,0.00025319162124906824
1951-05-25,0.00759387224618006
1951-05-26,0.01142473479577443
1951-05-27,0.01141623545502097
1951-05-28,0.00893828280444301
1951-05-29,0.005653838675898637
1951-05-30,0.00249475788181773
1951-05-31,-0.0003323417519446893
1951-06-01,-0.002776757358996495
1951-06-02,-0.0046310082595765615
1951-06-03,-0.005686934122705631
1951-06-04,-0.005975258029651369
1951-06-05,-0.005764773419933069
1951-06-06,-0.005337664443217254
1951-06-07,-0.004784903061784443
1951-06-08,-0.004014874631581351
1951-06-09,-0.0029116817387189165
1951-06-10,-0.0014242595487879706
1951-06-11,0.0004706435985113074
1951-06-12,0.0027654166298450855
1951-06-13,0.005277506468709776
1951-06-14,0.007449890212204306
1951-06-15,0.00831986078467121
1951-06-16,0.006846547466526781
1951-06-17,0.002605976324892206
1951-06-18,-0.003488170412411186
1951-06-19,-0.00917618665933321
1951-06-20,-0.01194606507623093
1951-06-21,-0.010603065479687637
1951-06-22,-0.006069291476773375
1951-06-23,-0.0006948788774051307
1951-06-24,0.0033650002080677067
1951-06-25,0.005381515601176941
1951-06-26,0.005967375973939218
1951-06-27,0.006010671515744133
1951-06-28,0.005803027973167725
1951-06-29,0.005105214784708409
1951-06-30,0.0037602162901221588
1951-07-01,0.001980754576403731
1951-07-02,7.537076373763558e-05
1951-07-03,-0.0018831898378866424
1951-07-04,-0.003994902904832574
1951-07-05,-0.006198704225385101
1951-07-06,-0.008083318375396815
1951-07-07,-0.00905352085859753
1951-07-08,-0.00869187483087495
1951-07-09,-0.006952706231371998
1951-07-10,-0.004016113145798986
1951-07-11,-9.131846321285923e-05
1951-07-12,0.0045187852596854025
1951-07-13,0.009138473679611415
1951-07-14,0.012546783036138313
1951-07-15,0.013221445170412236
1951-07-16,0.010088729706069685
1951-07-17,0.0034541090807908847
1951-07-18,-0.004640497954430706
1951-07-19,-0.011188236061312121
1951-07-20,-0.013846111209692924
1951-07-21,-0.01222471893768902
1951-07-22,-0.007830069171875375
1951-07-23,-0.002802635992531518
1951-07-24,0.0014513467620052914
1951-07-25,0.004660748599065688
1951-07-26,0.0070763152808901745
1951-07-27,0.008709282804033124
1951-07-28,0.00924026036435628
1951-07-29,0.008475222818462682
1951-07-30,0.006617547926352229
1951-07-31,0.0040129699358422005
1951-08-01,0.0008011980552599732
1951-08-02,-0.0029834529962597506
1951-08-03,-0.007022723350549047
1951-08-04,-0.01052804106534854
1951-08-05,-0.012535810458820773
1951-08-06,-0.012454371603720482
1951-08-07,-0.010315938002205328
1951-08-08,-0.006544121043698108
1951-08-09,-0.001561448252168542
1951-08-10,0.004288247438558858
1951-08-11,0.0103541615126619
1951-08-12,0.015301395313426336
1951-08-13,0.017299612826843665
1951-08-14,0.01487050559299235
1951-08-15,0.007973434694445869
1951-08-16,-0.0014605324630248898
1951-08-17,-0.010177238817749526
1951-08-18,-0.015221557358191659
1951-08-19,-0.015493060826605842
1951-08-20,-0.012014646382393154
1951-08-21,-0.006885049011398435
1951-08-22,-0.001820656476938724
1951-08-23,0.0025107962384403417
1951-08-24,0.006119818679659827
1951-08-25,0.008959277813888672
1951-08-26,0.01064512677634942
1951-08-27,0.01081961466806885
1951-08-28,0.009533423459290251
1951-08-29,0.007109170770932954
1951-08-30,0.003747735664277548
1951-08-31,-0.0005199802917618702
1951-09-01,-0.005447151108914129
1951-09-02,-0.01023972230844566
1951-09-03,-0.013730106878338486
1951-09-04,-0.014928414417503857
1951-09-05,-0.013460013782749426
1951-09-06,-0.009560406334002654
1951-09-07,-0.0037355764999100452
1951-09-08,0.0034033932432986844
1951-09-09,0.010879288788337578
1951-09-10,0.01706306298730823
1951-09-11,0.019932662219262695
1951-09-12,0.01797923127535735
1951-09-13,0.011233766160921393
1951-09-14,0.0016354929349872357
1951-09-15,-0.007676537920588709
1951-09-16,-0.013864706174765104
1951-09-17,-0.01574905347183018
1951-09-18,-0.014037138555769704
1951-09-19,-0.010376465535939593
1951-09-20,-0.006123900030677101
1951-09-21,-0.0018014017970694888
1951-09-22,0.0025324860516913014
1951-09-23,0.006625428775188302
1951-09-24,0.00984424581599718
1951-09-25,0.011603443743995556
1951-09-26,0.011827512590671913
1951-09-27,0.010814342553136855
1951-09-28,0.008649925749560198
1951-09-29,0.004953585451452328
1951-09-30,-0.0006140244231301328
1951-10-01,-0.0075487122338345385
1951-10-02,-0.014241681997036857
1951-10-03,-0.018568216537375993
1951-10-04,-0.01889842376737347
1951-10-05,-0.01480757651706117
1951-10-06,-0.007110463680395832
1951-10-07,0.002560834697130761
1951-10-08,0.012152568046947448
1951-10-09,0.019461824454987422
1951-10-10,0.02255734299583208
1951-10-11,0.020482056606643484
1951-10-12,0.013809458008940512
1951-10-13,0.004575320555558135
1951-10-14,-0.004530495847208142
1951-10-15,-0.011323801753955323
1951-10-16,-0.014895513275196498
1951-10-17,-0.015559964131185502
1951-10-18,-0.014133595083664982
1951-10-19,-0.011210048841925618
1951-10-20,-0.007045163848927952
1951-10-21,-0.001951508073282114
1951-10-22,0.003388819709405256
1951-10-23,0.008101507150900958
1951-10-24,0.011632336763448723
1951-10-25,0.014011291555924512
1951-10-26,0.0154237532602437
1951-10-27,0.015405398716242955
1951-10-28,0.01262063291222
1951-10-29,0.005818997311896233
1951-10-30,-0.0046491505907340315
1951-10-31,-0.016127231242351856
1951-11-01,-0.02456833991303588
1951-11-02,-0.026564713556554848
1951-11-03,-0.021111170406310203
1951-11-04,-0.009980344251680368
1951-11-05,0.003329089293734333
1951-11-06,0.015161339260135997
1951-11-07,0.02282630759464326
1951-11-08,0.025045327693852787
1951-11-09,0.021987762151585183
1951-11-10,0.015042336711565449
1951-11-11,0.006277031600436672
1951-11-12,-0.002306361725049106
1951-11-13,-0.009346669673217909
1951-11-14,-0.014247682912441583
1951-11-15,-0.016884205834487284
1951-11-16,-0.01721766968682106
1951-11-17,-0.015207022682028599
1951-11-18,-0.011063934635534218
1951-11-19,-0.005499526277628176
1951-11-20,0.00045751184384838707
1951-11-21,0.006027303434904169
1951-11-22,0.011074852511012345
1951-11-23,0.015850014446390056
1951-11-24,0.020131055136180503
1951-11-25,0.022417102522349557
1951-11-26,0.020147840953817445
1951-11-27,0.011351272964630066
1951-11-28,-0.0032598925199008124
1951-11-29,-0.019491738635436087
1951-11-30,-0.031236614133441042
1951-12-01,-0.03363359820708261
1951-12-02,-0.025706680184993818
1951-12-03,-0.010744733240066832
1951-12-04,0.005692401387895563
1951-12-05,0.01860066530882076
1951-12-06,0.025351435570492187
1951-12-07,0.025838664334681172
1951-12-08,0.021554752520599935
1951-12-09,0.014524971159325911
1951-12-10,0.006553588274340982
1951-12-11,-0.0011414908451804946
1951-12-12,-0.00792320870608657
1951-12-13,-0.013403725249095033
1951-12-14,-0.01711065494374901
1951-12-15,-0.018462399718138626
1951-12-16,-0.017112612491229834
1951-12-17,-0.013342059818932467
1951-12-18,-0.008055390113891494
1951-12-19,-0.0022382195032556
1951-12-20,0.003735085939373462
1951-12-21,0.010173968068535095
1951-12-22,0.017300012715395514
1951-12-23,0.024128263669738036
1951-12-24,0.027986025904455317
1951-12-25,0.025429348252784995
1951-12-26,0.014417235134034721
1951-12-27,-0.00348018940479738
1951-12-28,-0.022648925901220307
1951-12-29,-0.035694386274928346
1951-12-30,-0.037292269820332645
1951-12-31,-0.027122312419404854
1952-01-01,-0.009877074064180813
1952-01-02,0.007583692132542691
1952-01-03,0.019838609660598513
1952-01-04,0.024935716201373765
1952-01-05,0.02400542691097578
1952-01-06,0.01944278030993175
1952-01-07,0.013317650063984882
1952-01-08,0.0067930081792390825
1952-01-09,0.0003104356437389974
1952-01-10,-0.005943684380847043
1952-01-11,-0.01161312763635392
1952-01-12,-0.015999592953087324
1952-01-13,-0.018269547871388483
1952-01-14,-0.017920223402616176
1952-01-15,-0.01510954402427712
1952-01-16,-0.010532160044276524
1952-01-17,-0.004838084965407693
1952-01-18,0.0018663518586553463
1952-01-19,0.009849704718397443
1952-01-20,0.018824870026680162
1952-01-21,0.026965469962796817
1952-01-22,0.0309217401397467
1952-01-23,0.027224563819306727
1952-01-24,0.014518274515317633
1952-01-25,-0.004669783398849474
1952-01-26,-0.02409496964517377
1952-01-27,-0.03638519307104545
1952-01-28,-0.03683027348616213
1952-01-29,-0.025956437314020992
1952-01-30,-0.009041733769487461
1952-01-31,0.007055933713748149
1952-02-01,0.017525774303848437
1952-02-02,0.021345059597574354
1952-02-03,0.020364880418848815
1952-02-04,0.01706135768756246
1952-02-05,0.012907193509594808
1952-02-06,0.008200127296633839
1952-02-07,0.0027975114825873637
1952-02-08,-0.003206714530845448
1952-02-09,-0.009262687134972159
1952-02-10,-0.01447897415679802
1952-02-11,-0.017899268005020116
1952-02-12,-0.01883514875849174
1952-02-13,-0.017081718195849884
1952-02-14,-0.012866561470144552
1952-02-15,-0.006579844061478675
1952-02-16,0.0014536220190811912
1952-02-17,0.010811955192520454
1952-02-18,0.02038855657262653
1952-02-19,0.027909071149652787
1952-02-20,0.030278944210855058
1952-02-21,0.024962417204847
1952-02-22,0.011727896788900885
1952-02-23,-0.006330511395763183
1952-02-24,-0.023430028346540437
1952-02-25,-0.03346932850754556
1952-02-26,-0.0330428368439196
1952-02-27,-0.023254006800711508
1952-02-28,-0.008927298917583275
1952-02-29,0.00424226255275947
1952-03-01,0.01268723767350221
1952-03-02,0.016104601819921054
1952-03-03,0.016309699934647245
1952-03-04,0.015137901863695326
1952-03-05,0.013167974206297159
1952-03-06,0.009988573632733477
1952-03-07,0.005237156661718254
1952-03-08,-0.0007725296298505038
1952-03-09,-0.007182191446901615
1952-03-10,-0.01299108380205328
1952-03-11,-0.01727077687669519
1952-03-12,-0.019202754113864268
1952-03-13,-0.01816146801437879
1952-03-14,-0.013903067519606174
1952-03-15,-0.006744393484450562
1952-03-16,0.002401776932085442
1952-03-17,0.01212561982843003
1952-03-18,0.020619982020372633
1952-03-19,0.02579290509144148
1952-03-20,0.0256584524520356
1952-03-21,0.01916798623612632
1952-03-22,0.0071123957302845825
1952-03-23,-0.0075573919681600765
1952-03-24,-0.020457364355234264
1952-03-25,-0.027466433526935962
1952-03-26,-0.026633894993079905
1952-03-27,-0.01916444647011434
1952-03-28,-0.008671930360675793
1952-03-29,0.0009169296510284887
1952-03-30,0.007365258654027711
1952-03-31,0.010696514383226635
1952-04-01,0.012171932899292933
1952-04-02,0.012741115763340824
1952-04-03,0.012302739089500686
1952-04-04,0.01019533795861401
1952-04-05,0.0061726390740662876
1952-04-06,0.0008078690429158937
1952-04-07,-0.004938418062312405
1952-04-08,-0.010271055254570295
1952-04-09,-0.014573276327245898
1952-04-10,-0.017088957434462357
1952-04-11,-0.01685353354175069
1952-04-12,-0.01314305655372829
1952-04-13,-0.006145022548189533
1952-04-14,0.002772593409794634
1952-04-15,0.011465641143287656
1952-04-16,0.017807441322922727
1952-04-17,0.020316287769919405
1952-04-18,0.018370890056933577
1952-04-19,0.012251432138036962
